Status,Label,Message,ProcessedMessage
receive,0,TLC FOLLOW UP MEETING HOLDS TODAY SUNDAY AT FMC IDIABA BY 4PM. Pls b punctual. Info-07039027613,tlc follow meet hold today sunday fmc idiaba numberpm pls b punctual info number
receive,0,TLC FOLLOW UP MEETING HOLDS AT FMC IDIABA ON SUNDAY 23rd BY 4PM. Pls b punctual. Info-07039027613,tlc follow meet hold fmc idiaba sunday numberrd numberpm pls b punctual info number
receive,0,MISSIONARY EXPOSURE &EXPERIENCE(MEE) BTW APRIL 17-21 in designated villages in Nigeria&Benin republic.N.B-Reg closes April 1st.Reg online or cal-07039027613.TKP,missionari exposur experi mee btw april number number design villag nigeria benin republ n b reg close april numberst reg onlin cal number tkp
receive,0,792)791865136539,number number
receive,0,Please call me. To get gists about your favorite celebrities with the Celebrity Gist service  text 'Gist' to 35566. Costs N50 weekly,pleas call get gist favorit celebr celebr gist servic text gist number cost nnumber week
send,0,Acct number(3041207489) ajayi ayobami   first bank,acct number phone number ajayi ayobami first bank
send,0,Acct number(3041207489) ajayi ayobami   first bank,acct number phone number ajayi ayobami first bank
send,0,Acct number(3041207489) ajayi ayobami   first bank,acct number phone number ajayi ayobami first bank
receive,0,Dear AJAYI  school fee Ref: FUN/FEE/RSG/201314/1/21068 Bank: FUNAAB MFB Date: 10/03/14 11:39:55 Amt:15 850.00. Go online to complete your course registration and print receipt.,dear ajayi school fee ref fun fee rsg number number number bank funaab mfb date number number number number number number amt number number number go onlin complet cours registr print receipt
receive,0,Dear FUNAABites  visit http://portal.unaab.edu.ng to generate your school fee invoice  pay and register. Also check your result at portal.unaab.edu.ng:96,dear funaabit visit webaddress generat school fee invoic pay regist also check result portal unaab edu ng number
receive,0,Dear FUNAABites  visit http://portal.unaab.edu.ng to generate your school fee invoice  pay and register. Also check your result at portal.unaab.edu.ng:96,dear funaabit visit webaddress generat school fee invoic pay regist also check result portal unaab edu ng number
receive,0,Hey beloved  join Pfaith @ Triumphant Life CovenantChurch  Iporo ake  Abeokuta by 10:30am as he speaks on 'We re closer than ever'. Enquiries: 08139164676,hey belov join pfaith triumphant life covenantchurch iporo ake abeokuta number numberam speak closer ever enquiri number
send,0,Acct number(3041207489) ajayi ayobami   first bank. Thanks sir. Frm ayo,acct number phone number ajayi ayobami first bank thank sir frm ayo
send,0,Acct number(3041207489) ajayi ayobami   first bank. Thanks,acct number phone number ajayi ayobami first bank thank
receive,0,SmartStart Certificatn Session begins @ our nxt Meetin (Sun. 23rd; 4pm - 5:30pm; Peak Olam Suites  Camp; Due/Semesta: 1k)Got Qxns? Chat 08155414284 n Whatsapp,smartstart certificatn session begin nxt meetin sun numberrd numberpm number numberpm peak olam suit camp due semesta numberk got qxns chat number n whatsapp
receive,0,Greetings!!! Our next TLC Follow-Up comes up dis Sun. 23rd Feb. Pls pray (Gal.4:19  Rom.1:11) n Give. To give  call 08037603287. Shalom!,greet next tlc follow come dis sun numberrd feb pls pray gal number number rom number number n give give call number shalom
receive,0,Morning! Dis is to remind u dat Meeting towards our next Follow-Up comes up 2day Sunday 16-02-14 at FMC Chapel by 3pm.Pls be Punctual! 4 any info: 08037603287,morn dis remind u dat meet toward next follow come numberday sunday number number number fmc chapel numberpm pls punctual number info number
receive,0,Greetings! Dis is to inform u dat Meeting towards our next Follow-Up comes up dis Sunday 16-02-14 at FMC Chapel by 3pm. Pls be Punctual! 4 any info: 08037603287,greet dis inform u dat meet toward next follow come dis sunday number number number fmc chapel numberpm pls punctual number info number
receive,0,D SOUL longs 4 JOY & FULFILMENT. Grace 4 DIVINE SATISFACTION is here (Prov.19:23) at Prophetic Solution dis Sat  15 Feb @ 7AM -First Place  4b Akinwale St  OGBA,soul long number joy fulfil grace number divin satisfact prov number number prophet solut dis sat number feb numberam first place numberb akinwal st ogba
receive,0,Provoke yr way into  supernatural releases wit PRAISE & PROPHETIC BLESSINGS at Prophetic Solutions dis SAT 17 Aug -FIRST PLACE   4b Akinwale St  OGBA (08098009673),provok yr way supernatur releas wit prais prophet bless prophet solut dis sat number aug first place numberb akinwal st ogba number
receive,0,PRAISE in a PROPHETIC ATMOSPHERE provokes supanatural solutions! Xpkt more NEXT WK SAT  17 Aug at Prophetic Solutions. VENUE: First Place  4b Akinwale St  Ogba,prais prophet atmospher provok supanatur solut xpkt next wk sat number aug prophet solut venu first place numberb akinwal st ogba
receive,0,PRAISE in a PROPHETIC ATMOSPHERE provokes supanatural solutions! Xpkt more NEXT WK SAT  17 Aug at Prophetic Solutions. VENUE: First Place  4b Akinwale St  Ogba,prais prophet atmospher provok supanatur solut xpkt next wk sat number aug prophet solut venu first place numberb akinwal st ogba
receive,0,Details- PROPHETIC SOLUTIONSTheme: UNUSUAL TESTIMONIESDate: Dis Sat 15 JunTime: 7AMVenue: NIJ Hall  8 Ijaiye Rd  OGBA (Beside WAEC)Steve Akoni.08098009673,detail prophet solutionsthem unusu testimoniesd dis sat number juntim numberamvenu nij hall number ijaiy rd ogba besid waec steve akoni number
receive,0,Our prayr team & I wil like to PRAY WIT U 4 UNUSUAL TESTIMONY. Prepare 4 PROPHETIC SOLUTION on Sat 15 Jun. SHARE YR PRAYR POINTS wit us. Steve Akoni.08098009673,prayr team wil like pray wit u number unusu testimoni prepar number prophet solut sat number jun share yr prayr point wit us steve akoni number
receive,0,D normal wil not birth d unusual! Join d 3-day FAST to provoke yr UNUSUAL TESTIMONY -start TOMORO  12-14 Jun. Xpkt a PROPHETIC SOLUTION. Steve Akoni.08098009673,normal wil birth unusu join number day fast provok yr unusu testimoni start tomoro number number jun xpkt prophet solut steve akoni number
receive,0,Our prayr team & I wil like to PRAY WIT U 4 UNUSUAL TESTIMONY. Prepare 4 PROPHETIC SOLUTION on Sat 15 Jun. SHARE YR PRAYR POINTS wit us. Steve Akoni.08098009673,prayr team wil like pray wit u number unusu testimoni prepar number prophet solut sat number jun share yr prayr point wit us steve akoni number
receive,0,UNUSUAL TESTIMONIES happen when u are sure of what u want! State TWO CRITICAL needs. PRAY on dem towards PROPHETIC SOLUTIONS dis Sat 15 June at 7AM. 08098009673,unusu testimoni happen u sure u want state two critic need pray dem toward prophet solut dis sat number june numberam number
receive,0,May God enable u pick something new & destiny changing. May He cause u to BREAKTHROUGH & give u d strength to KEEP it  IJN. Steve Akoni  Host-PROPHETIC SOLUTION,may god enabl u pick someth new destini chang may caus u breakthrough give u strength keep ijn steve akoni host prophet solut
receive,0,Compliment of d season! Welcm back 2 campus. We tk God 4ur comitment&passion last session  yet there r alot of harvest riped. Join us on monday 5:30am@GSF,compliment season welcm back number campus tk god numberur comit passion last session yet r alot harvest ripe join us monday emailaddress
receive,0,Compliment of d season! Welcm back 2 campus. We tk God 4ur comitment&passion last session  yet there r alot of harvest riped. Join us on monday 5:30am@GSF,compliment season welcm back number campus tk god numberur comit passion last session yet r alot harvest ripe join us monday emailaddress
send,0,The day has ended.Busy hours are over.Its tme 2 sleep ..Ur dreams r waiting.The ni8 waits in silence.Gud nite..Swt dreams.,day end busi hour tme number sleep ur dream r wait ninumb wait silenc gud nite swt dream
send,0,You can¡¯t bring back yesterday  You can¡¯t look into tomorrow. So the only gift you have is today. Hapi nw yr my dearly sister,bring back yesterday look tomorrow gift today hapi nw yr dear sister
send,0,Always ask GOD to give you what you deserve Not what you desire.Your desires may be few but you deserve a lot..i tried ur no nt reachabl jst wnt to say hi. Good Morning dear,alway ask god give deserv desir desir may deserv lot tri ur nt reachabl jst wnt say hi good morn dear
send,0,"_/L_ (  )Safety _¡è_ (  )Blessings _*_ (""  )Peace _@_ (  )Happiness _?_ (  )Good Life _?_ (  )Good Health May All This Be Yours 4ever hapi birthday sister bose
SMS,send,08169453169,08169453169,2013-11-10 00:52:01,1440,.?*¡§`*?. ¡î .?*¡§`*?.Wishing You the HAPPIEST Birthday Ever!!!??*¡§`*?. (¡¥`v¡ä¡¥) (¡¥`v¡ä¡¥) .?*¡§`*??. . . ??*¡§`*?.?(¡¥`v¡ä¡¥)?.?¡ä*¡§`*?? . . .¡­¡­¡­¡­¡­ ¡­.? ?.?.?¡ä?¡­¡­¡­¡­¡­
SMS,send,08169453169,08169453169,2013-11-10 00:50:11,1440,¡­¡­¡­¡­¡§?*??,¡­¡­¡­,??¡ä¡­¡­¡­¡ä*?¡­¡­.?*¡­¡­¡­¡­¡­. __/__¡­¡­.*?¡­¡­¡­¡­¡­ ..*-:|:-*¡­?.??¡­¡­¡­¡­.¡­¡­/.?*?.¡­~`,`~¡­¡­¡­¡­¡­¡­ |?¡­.?¡­¡­¡­¡­¡­¡­¡­..JUST¡ä?¡­*?..¡ä?¡­¡­..WANNA¡ä???*¡­¡­¡­¡­WISH¡ä?.?? ¡­¡­..YOU~`,`~¡­..A`.?`¡­HAPPY¡ñ/¡­.HAPPY/¨..HAPPY¡­./ .*????????????*BIRTHDAY !!!!*????????????* 
SMS,send,08169453169,08169453169,2013-11-10 00:48:51,1440,You are an affirmation set to make hearts feel worthy.Positivity is what you bring forth.You are a hero in your own ways.These are just few of the positive words you deserve to get in return.Today is special for someone who never fails making other people feel special.Happy Birthday, Good Heart!Let positive vibes be your visitor.
SMS,send,08169453169,08169453169,2013-11-10 00:45:41,1440,Which poem should I write for you?Which song should I sing for you?Which lyrics should I pen for you?Which notes should I compose for you?Which melody should I hum for you?That genuinely conveys my love for you?If you have an answer to thisLet me know todaySo that I can wish youAn innovative Happy Birthday! 
SMS,send,08169453169,08169453169,2013-10-28 19:24:49,1440,Dream a dream tonight as you sleep.Smile a smile tomorrow that you may keep.May all of your dreams and wishes come truecoz I couldn't find a better friend like you!GoodNight
SMS,send,08169453169,08169453169,2013-10-28 19:24:08,1440,Dream a dream tonight as you sleep.Smile a smile tomorrow that you may keep.May all of your dreams and wishes come truecoz I couldn't find a better friend like you!GoodNight
SMS,send,08169453169,08169453169,2013-10-07 10:20:02,1440,*Best Buddies* are hard to find.. So Today I choose to thank u 4 evrytime U made me smile, laugh, 4 evrytime U helped, wiped a tear & I apologize 4 any inconvenience I caused, 4 evrytime I was rude, 4 anything that hurt U.. Thank U for being a great part of My Small Life :  enjoy ur day
SMS,send,08169453169,08169453169,2013-10-07 10:17:16,1440,*Best Buddies* are hard to find.. So Today I choose to thank u 4 evrytime U made me smile, laugh, 4 evrytime U helped, wiped a tear & I apologize 4 any inconvenience I caused, 4 evrytime I was rude, 4 anything that hurt U.. Thank U for being a great part of My Small Life :  enjoy ur day
SMS,send,08169453169,08169453169,2013-08-01 11:26:32,1440,T h e B e s t T i m e T o D o S o m e t h i n g S i g n i f i c a n t I s B e t w e e n Y e s t e r d a y A n d T o m m o r o w ...""hapi new mnth",l safeti bless peac emailaddress happi good life good health may numberev hapi birthday sister bose sms send number number number number number number number number number wish happiest birthday ever v v v sms send number number number number number number number number number wan na wish happi happi happi birthday sms send number number number number number number number number number affirm set make heart feel worthi posit bring forth hero way posit word deserv get return today special someon never fail make peopl feel special happi birthday good heart let posit vibe visitor sms send number number number number number number number number number poem write song sing lyric pen note compos melodi hum genuin convey love answer thislet know todayso wish youan innov happi birthday sms send number number number number number number number number number dream dream tonight sleep smile smile tomorrow may keep may dream wish come truecoz find better friend like goodnight sms send number number number number number number number number number dream dream tonight sleep smile smile tomorrow may keep may dream wish come truecoz find better friend like goodnight sms send number number number number number number number number number best buddi hard find today choos thank u number evrytim u made smile laugh number evrytim u help wipe tear apolog number inconveni caus number evrytim rude number anyth hurt u thank u great part small life enjoy ur day sms send number number number number number number number number number best buddi hard find today choos thank u number evrytim u made smile laugh number evrytim u help wipe tear apolog number inconveni caus number evrytim rude number anyth hurt u thank u great part small life enjoy ur day sms send number number number number number number number number number h e b e e e h n g g n f c n b e w e e n e e r n r w hapi new mnth
send,0,Love is like a friendship caught on fire. In the beginning a flame  very pretty  often hot and fierce  but still only light and flickering. As love grows older  our hearts mature and our love becomes as coals  deep-burning and unquenchable. ~ Bruce Lee ,love like friendship caught fire begin flame pretti often hot fierc still light flicker love grow older heart matur love becom coal deep burn unquench bruce lee
send,0,Hello! My name is Night.I came here to kidnap your stress;Kill your strain. My weapon is deep sleep and my path is Sweet Dream.So please kindly co-operate and handover yourself!Good Night:-)Sweet Dreams!,hello name night came kidnap stress kill strain weapon deep sleep path sweet dream pleas kind co oper handov good night sweet dream
receive,0,D network is very bad  we'll talk beta 2moro. Gud nyt nd swit drims. ,network bad talk beta numbermoro gud nyt nd swit drim
receive,0,Gud eveni  hw ar u doing nd hope u're fyn. I shld av cald bt dnt av much on my phone. Jst 2 say hi. Take gud kia of urself  gud nite nd Swt drims.,gud eveni hw ar u nd hope u fyn shld av cald bt dnt av much phone jst number say hi take gud kia urself gud nite nd swt drim
receive,1,New vacancies at Standard Chartered Bank  PWC  Siemens  Saipem etc. Call MTN InfoSearch on 411. Available Mon-Fri  9am-5pm. N50/min. Txt STOP to 33111 to OptOut,new vacanc standard charter bank pwc siemen saipem etc call mtn infosearch number avail mon fri numberam numberpm nnumber min txt stop number optout
send,0,You are an affirmation set to make hearts feel worthy.Positivity is what you bring forth.You are a hero in your own ways.These are just few of the positive words you deserve to get in return.Today is special for someone who never fails making other people feel special.Happy Birthday  Good Heart!Let positive vibes be your visitor.From ayobami. Hapi birthday ones again.,affirm set make heart feel worthi posit bring forth hero way posit word deserv get return today special someon never fail make peopl feel special happi birthday good heart let posit vibe visitor ayobami hapi birthday one
receive,0,As u take a giant stride 2wrds ur exam u'r no doubt equipped 2face challenges success is nt an option 2u buh an obligation by God's grace...wish u all d best!,u take giant stride numberwrd ur exam u r doubt equip numberfac challeng success nt option numberu buh oblig god grace wish u best
receive,0,As we celebrate d birth of JESUS who was sent by d FATHER 2 DIE 4 US bcos HE LOVES US  Let's allow LOVE flow in n tru our heart 2 pple around us. Merry xmas!,celebr birth jesus sent father number die number us bcos love us let allow love flow n tru heart number pple around us merri xmas
receive,0,Over 500 Lives in 15 Villages were touchd 2ru ur Labour of Love last TLC. 248 Souls got SAVED. May U enjoy His touch 2ruOut 2014 n beynd. Av a splendid New Year,number live number villag touchd numberru ur labour love last tlc number soul got save may u enjoy touch numberruout number n beynd av splendid new year
receive,0,TLC is fast approaching endeavour toPlan to attend Pray 4 d success n Redeem ur pledges  donatn n materials 4 d success of d outreach.4 any info 08037603287,tlc fast approach endeavour toplan attend pray number success n redeem ur pledg donatn n materi number success outreach number info number
receive,0,As part of d preparatn towrds d success of dis yr TLC  dis is to remind u of d Fasting n Prayer scheduled for 2mrw 25th Nov. Join us at FMC Chapel  Idi -Aba by 5pm.,part preparatn towrd success dis yr tlc dis remind u fast n prayer schedul numbermrw numberth nov join us fmc chapel idi aba numberpm
receive,0,As part of d preparatn 4 d success of dis yr TLC  we av been instructd to seek God's face in FASTING on Fri 25th Oct & Mon 25th Nov. 2013. You can join us at FMC Chapel  Idi -Aba by 5pm to break d fast with joint prayer. Tanks 4 d understanding. Together we shal depopulate Hell.4 any info: 08037603287,part preparatn number success dis yr tlc av instructd seek god face fast fri numberth oct mon numberth nov number join us fmc chapel idi aba numberpm break fast joint prayer tank number understand togeth shal depopul hell number info number
receive,0,Elo dearst  trust u've nt 4gotn dat dat NLR comes up 9th-12th of jan. Pls strt packin ur things  its going 2 b an xperience un4getabl. Apy nu year. FECA OSUN ,elo dearst trust u nt numbergotn dat dat nlr come numberth numberth jan pls strt packin ur thing go number b xperienc unnumbergetabl api nu year feca osun
receive,0,Hi dear!Cum & share in d joy & blessings of 2day as we flwship 2geda at st david's Ang.Church amola by 11:30am.Ur prsnce is vry mpotant.Loads of luv.FECA!KTVB! ,hi dear cum share joy bless numberday flwship numbergeda st david ang church amola number numberam ur prsnce vri mpotant load luv feca ktvb
receive,0,HE sees it from d begining just as HE'll see u tru 2014-A Victor.HE'll make all lines fall in pleasant places 4u.Happy New Year...Accept my best wishes in 2014.,see begin see u tru number victor make line fall pleasant place numberu happi new year accept best wish number
receive,0,If only u can calcula8 d total numba of seconds in a year u'll know wat it takes 2 cross ova 2 anoda year i pray 4 many yrs of sucess 4 u on earth.WELCUM 2 2O14,u calculanumb total numba second year u know wat take number cross ova number anoda year pray number mani yrs sucess number u earth welcum number numberonumb
receive,0,It xmas again!may d joy of this season fill ur heart with laughter and good tiding.wishing u merry xmas and happy new year in advance.love u.,xmas may joy season fill ur heart laughter good tide wish u merri xmas happi new year advanc love u
receive,0,A B C D E F G H I J K L M N O P Q R S T U V W X Y Z. Did l miss anythng? NO. So u ll NOT miss any of ur blesings nd xpectatns frm God frm Jan 2 Dec & 4eva.A N Y,b c e f g h j k l n p q r u v w x z l miss anythng u miss ur blese nd xpectatn frm god frm jan number dec numbereva n
send,0,Thre hs nt bin light on my phne since sory for d time of dis msg .Hope your birthday is totally cool  really funtastic  wonderful  exciting  majorly awesome  rocking and HAPPY. Happy Birthday wishes.,thre hs nt bin light phne sinc sori time dis msg hope birthday total cool realli funtast wonder excit major awesom rock happi happi birthday wish
receive,0,D birth of JESUS brngz JOY~GRACE~LUV in2 ds world:may djoy of dLord nva depart 4rm u may Hs grac sustains u may Hs luv dwel in ur lyf n family,birth jesus brngz joy grace luv innumb ds world may djoy dlord nva depart numberrm u may hs grac sustain u may hs luv dwel ur lyf n famili
receive,0,Hapy sunday 2 u may d gud lord bless you and help you grow more in him and walk in his steps more than ever before IJN.See u @d top. How was today's service? Still in Sagamu camp bro,hapi sunday number u may gud lord bless help grow walk step ever ijn see u top today servic still sagamu camp bro
receive,0,As we remember the birth of jesus christ 2day may all the blessns of his birth be upon u and ur family.merry xmas nd a hapi new yr in advance,rememb birth jesus christ numberday may blessn birth upon u ur famili merri xmas nd hapi new yr advanc
receive,0,How has been your day?VLBC Abundant Life Chapel Anniversary Tagd-GREAT GLORY wit Bishop Jide Orire starts Tomorrow by 5pm.Av a great day as U prepare to attend.,day vlbc abund life chapel anniversari tagd great glori wit bishop jide orir start tomorrow numberpm av great day u prepar attend
receive,0,"U re specially invitd 2d VLBC Abundant life Chapel Kotopo""s Anniver.TAGD-GREAT GLORY from THURS.19TH to SUN.22ND wit Bishop Jide Orire by 5pm daily&10am on Sat.",u special invitd numberd vlbc abund life chapel kotopo anniv tagd great glori thur numberth sun numbernd wit bishop jide orir numberpm daili numberam sat
receive,0,Gudmorning u re specially invitd 2 d VLBC Abundant life Chapel Kotopo from THURS.19TH to SUN.22ND wit Bishop Jide Orire by 5pm daily&10am on Sat.Plan 2 be there,gudmorn u special invitd number vlbc abund life chapel kotopo thur numberth sun numbernd wit bishop jide orir numberpm daili numberam sat plan number
receive,1,Mudassir Ahmed & Ereku E.O. have both won N1 500 MTN Airtime each in the Xmas Trivia! Reply PLAY to start winning @N30/SMS. Text STOP to 33110 to Opt-Out,mudassir ahm ereku e nnumber number mtn airtim xmas trivia repli play start win nnumber sms text stop number opt
send,0,Pls send 5000NAIRA. I will send everytin to u  back. Accout no is 3038341796. Account name is AKINYEMI SEUN A. Tell den u want to money transfer. With dat u will not go to first bank again. Dey will help u do it inside d wema bank . I dont av money i will av call u to explain,pls send numbernaira send everytin u back accout phone number account name akinyemi seun tell den u want money transfer dat u go first bank dey help u insid wema bank dont av money av call u explain
send,0,Act number 3041207489. Name ajayi ayobami,act number phone number name ajayi ayobami
send,0,81XXXXX111,numberxxxxxnumb
receive,0,812649392935818    with serial no    450438006374861,number serial number
receive,1,Wish ur Callers a Merry Xmas! For WE WISH YOU A MERRY XMAS  txt 046630 to 4100. For Handel's HALLELUJAH  txt 046600 to 4100. For O HOLY NIGHT txt 046609 to 4100,wish ur caller merri xmas wish merri xmas txt number number handel hallelujah txt number number holi night txt number number
receive,0,AY I LEFT HM EARLY COME N MEET US IN RECEPTION BY 1PM AT DLK EVENT CETER ALONG NNPC RD KUTO. NIKE,ay left hm earli come n meet us recept numberpm dlk event ceter along nnpc rd kuto nike
receive,0,AY I LEFT HM EARLY COME N MEET US IN RECEPTION BY 1PM AT DLK EVENT CETER ALONG NNPC RD KUTO. NIKE,ay left hm earli come n meet us recept numberpm dlk event ceter along nnpc rd kuto nike
receive,0,Registration for IJMB 2014/2015 has commenced. Grab d opportunity of gaining admission into 200Level of any universityijmbadmissions.com 07034386541 22C12506,registr ijmb number number commenc grab opportun gain admiss numberlevel universityijmbadmiss com number numbercnumb
receive,0,Registration for IJMB 2014/2015 has commenced. Grab d opportunity of gaining admission into 200Level of any universityijmbadmissions.com 07034386541 22C12506,registr ijmb number number commenc grab opportun gain admiss numberlevel universityijmbadmiss com number numbercnumb
receive,0,Registration for IJMB 2014/2015 has commenced. Grab d opportunity of gaining admission into 200Level of any universityijmbadmissions.com 07034386541 22C12506,registr ijmb number number commenc grab opportun gain admiss numberlevel universityijmbadmiss com number numbercnumb
receive,0,We aprec8td ur presence . n  decree dt ur dry season has come 2 an end. Its ur season of abundance hence4th. 1Kgs18:41- 45. U shall end well IJN. Don't 4get Xmas carol -Fri 5pm  Evenn out w JESUS -Sat. 5pm.  Come w ur friends 4 a lifetime encounter. God bless u.Amen. C u again.....CAC D PEACE ARENA ,aprecnumbertd ur presenc n decre dt ur dri season come number end ur season abund hencenumberth numberkgsnumb number number u shall end well ijn numberget xmas carol fri numberpm evenn w jesus sat numberpm come w ur friend number lifetim encount god bless u amen c u cac peac arena
send,1,Flash Share the best share soft in the world welcome to download:http://www.af1234.com/downloads/FlashShare.apkfrom:ay,flash share best share soft world welcom download webaddress
receive,1,Stand a chance to Win a trip to Obudu Cattle Ranch and Colouful Calabar Carnival for 6 nights. Text XMAS to 35050 at N100 only!,stand chanc win trip obudu cattl ranch colou calabar carniv number night text xmas number nnumber
receive,0,kindnes is a language which d dumb cn spik n d deaf cn undastnd. 10ks 4 d card. God bless U n ur plans dis mnth. Ds s ur mnth of testimony. Thanks so much more.,kindn languag dumb cn spik n deaf cn undastnd numberk number card god bless u n ur plan dis mnth ds ur mnth testimoni thank much
send,0,i collected my phne bck nt long ago frm a frend dat went to charge d battery for me' sorry for d long distance(605273819583),collect phne bck nt long ago frm frend dat went charg batteri sorri long distanc number
receive,0,It is worhty of celebratin dt God spared ourlives 2 stat d last lap in d yr 2013.A.N.M.Pls kindly be reminded of our MEETIN ON DEC 31ST 4PM@ AMOLA.BGS EXCOS..77,worhti celebratin dt god spare ourliv number stat last lap yr number n pls kind remind meetin dec numberst numberpm amola bgs exco number
send,0,¡­¡­¡­¡­¡§?*?? ¡­¡­¡­ ??¡ä¡­¡­¡­¡ä*?¡­¡­.?*¡­¡­¡­¡­¡­. __/__¡­¡­.*?¡­¡­¡­¡­¡­ ..*-:|:-*¡­?.??¡­¡­¡­¡­.¡­¡­/.?*?.¡­~` `~¡­¡­¡­¡­¡­¡­ |?¡­.?¡­¡­¡­¡­¡­¡­¡­..JUST¡ä?¡­*?..¡ä?¡­¡­..WANNA¡ä???*¡­¡­¡­¡­WISH¡ä?.?? ¡­¡­..YOU~` `~¡­..A`.?`¡­HAPPY¡ñ/¡­.HAPPY/¨..HAPPY¡­./ .*????????????*BIRTHDAY !!!!*????????????* frm ayobami,wan na wish happi happi happi birthday frm ayobami
receive,0,Please call me. Enjoy non-stop Eskimi on MTN GoodyBag Social Bundles. Text ESKM or ESKW to 131 for monthly (N60) or weekly (N25) plan!,pleas call enjoy non stop eskimi mtn goodybag social bundl text eskm eskw number month nnumber week nnumber plan
receive,1,BIG Games in association with Toyota  is giving away a Corolla this week  in the BIG Toyota Corolla giveaway. Text BIG to 5045 to qualify (N100/SMS),big game associ toyota give away corolla week big toyota corolla giveaway text big number qualifi nnumber sms
receive,0,Please call me. I have gist for you. Enjoy a FREE 7-day trial of Cholera prevention tips & other FREE services on MTN Play!Dial *700*6*1# & follow the prompt,pleas call gist enjoy free number day trial cholera prevent tip free servic mtn play dial number number number follow prompt
receive,0,Please call me.   Get double your recharge! Dial *885*PIN# from 00:30am to 11:59pm Mon to Sunday. Bonus airtime expires by 11:59pm everyday,pleas call get doubl recharg dial number pin number numberam number numberpm mon sunday bonus airtim expir number numberpm everyday
receive,0,"Tks u so much my beloved  according 2 medical test  it ""ws"" tyhoid fever. Ese gan oo! My regards 2 femi",tks u much belov accord number medic test ws tyhoid fever ese gan oo regard number femi
receive,0,Beloved! Hw is thou break?Break is a time 2 breakforth.Thou art invited 2 a summit dat 'll on 20th-22nd Dec. 2013@abk; pray&plan ahead. Waitn 4ur reply &opinion,belov hw thou break break time number breakforth thou art invit number summit dat numberth numbernd dec emailaddress pray plan ahead waitn numberur repli opinion
receive,0,Brooklyn Nets point guard Deron Williams will not return to Wednesday nights game against the Charlotte Bobcats after re injuring his left ankle.,brooklyn net point guard deron william return wednesday night game charlott bobcat injur left ankl
receive,0,LeBron James led Miami with 21 points and the Heat rolled past the Magic 120:92 on Wednesday night for their fifth straight victory.,lebron jame led miami number point heat roll past magic number number wednesday night fifth straight victori
receive,0,20.06.2013: Spurs 88:95 Heat.,number number number spur number number heat
receive,0,Dear Customer you have  21 free SMS to etisalat numbers. 10 free MMS to all etisalat lines. 11.28 MB data. 60 seconds free airtime.,dear custom number free sms etisalat number number free mms etisalat line number number mb data number second free airtim
receive,0,Dear Customer you have  21 free SMS to etisalat numbers. 10 free MMS to all etisalat lines. 12.26 MB data. 60 seconds free airtime.,dear custom number free sms etisalat number number free mms etisalat line number number mb data number second free airtim
send,1,Stopautorenew,stopautorenew
send,1,Stopautorenew,stopautorenew
send,1,STOPAUTORENEW,stopautorenew
send,1,STOPAUTORENEW,stopautorenew
receive,1,Being the best parent is the best gift to give your children. To get parental tips twice a week that will guide you always  text PARENT to 35329 @ N100/30days.,best parent best gift give children get parent tip twice week guid alway text parent number nnumber numberday
receive,1,Prophet Muhammed (SAW) lived a perfect Islamic life  trying to perfect ur ways just like the Prophet (SAW); text HADITH to 35321 to receive daily. N100/30days,prophet muham saw live perfect islam life tri perfect ur way like prophet saw text hadith number receiv daili nnumber numberday
receive,0,Dnt bother to cum again til 2mao,dnt bother cum til numbermao
receive,0,How joyous! How incredible! Glory to God in heaven  goodwill to men on earth. U r such a grt person dt only share birthday wt a whole nation NIGERIA HBD! HID!,joyous incred glori god heaven goodwil men earth u r grt person dt share birthday wt whole nation nigeria hbd hid
receive,1,AIRTEL CLUB 10: User3061696 :  GODISABLE 2protect u & guard u 4rm ur enemies.believe in jesus and he will deliver you,airtel club number usernumb godis numberprotect u guard u numberrm ur enemi believ jesus deliv
receive,1,AIRTEL CLUB 10: USERNAME.SUN : If u have an interest group  remember that you can promote it here on this chat.either create a group or advertise it here,airtel club number usernam sun u interest group rememb promot chat either creat group advertis
receive,1,Dear customer  your phone has reached its SMS capacity. To continue to receive SMS  kindly delete old SMS.,dear custom phone reach sms capac continu receiv sms kind delet old sms
receive,1,AIRTEL CLUB 10: USERNAME.SUN : If u have an interest group  remember that you can promote it here on this chat.either create a group or advertise it here,airtel club number usernam sun u interest group rememb promot chat either creat group advertis
receive,1,Airtel club 10: User361181 : unesco has said that India and Nigeria accounted for one third of child deaths worldwide,airtel club number usernumb unesco said india nigeria account one third child death worldwid
receive,1,Airtel club 10: User3298364 : I chat in ADULT ADVENTURE group and I enjoy the experience always..SMS join: ADULT ADVENTURE to 8181,airtel club number usernumb chat adult adventur group enjoy experi alway sms join adult adventur number
receive,1,Airtel Club 10: simeontawose :  over 1000 math solution available on www.mathsvillage.org so visit and make use of them,airtel club number simeontawos number math solut avail webaddress visit make use
receive,1,Airtel Club 10: diamond's hrt : I just saw a picture of miley cyrus naked on www.facebook.com/airtelgroupy hmmmm na wa o! Life don spoil,airtel club number diamond hrt saw pictur miley cyrus nake webaddress hmmmm na wa life spoil
receive,1,airtel club 10: O TIO :  D unbelieving  d vile  murderers  d sexualy immoral  d sorcerers & all liars wil av their part in d lake of fire. dis is d 2nd death,airtel club number tio unbeliev vile murder sexuali immor sorcer liar wil av part lake fire dis numbernd death
